David,Narra,aventura,nino,juan,pedro,viene,lejano,planeta,del,tamano,cajita,juguete,Cuando,llega,tierra,encuentra,aviador,abandonado,medio,inmenso,desierto,Sahara,avion,habia,sufrido,falla,mecanica,principito,cuenta,puesta,sol,cuidado,rosa,gran,lucha,contra,boababs,acabar,pequeno,personaje,narra,seis,llegar,primer,encontraba,habitado,rey,Éste,exigia,autoridad,fuera,respetada,aceptaba,desobediencia,Era,monarca,absoluto,Pero,bueno,daba,ordene,razonable,segundo,hombre,vanidoso,cuya,soberbia,impedia,ver,propia,ridiculez,cuanto,vio,exclamo,vista,admirador,tercer,bebedor,Esta,visita,breve,sumio,profunda,tristeza,ahogaba,alcohol,cuarto,visitado,negocio,vivia,sumamente,obsesionado,dueno,hasta,limite,soledad,dar,nada,dema,quinto,extrano,ma,todo,Estaba,farolero,realizaba,faena,esclavizante,sexto,diez,vec,grande,geografo,entrado,ano,narrador,serpiente,zorro,enseno,importancia,amor,amistad,guardaguja,comerciante,obra,termino,regreso,dejando,triste
0.00486858423183329,0.00486858423183329,0.0035936991644016578,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.0035936991644016578,-0.054612798445598,-0.015019460624269159,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.0,0.0017968495822008289,-0.0025497701348632636,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.0017968495822008289,0.00486858423183329,0.00486858423183329,0.00486858423183329,-0.0075097303121345795,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.0017968495822008289,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.0,0.00486858423183329,0.00486858423183329,-0.009215203948897384,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.0017968495822008289,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.0017968495822008289,0.0035936991644016578,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.0017968495822008289,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.00486858423183329,0.0017968495822008289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-0.04955605784878337,-0.01362876982572572,0,0,0,0,0,0.0,0.0021739661611812496,-0.0030849070767481465,0,0,0,0,0,0,0.0021739661611812496,0,0,0,-0.022714616376209532,0,0,0,0,0,0,0,0,0,0,0.0021739661611812496,0,0,0,0.0,0,0,-0.01114925909866597,0,0,0,0,0,0,0,0,0,0,0.0021739661611812496,0,0,0,0,0,0,0.0021739661611812496,0,0,0,0,0,0.0021739661611812496,0,0,0,0,0,0,0,0.0021739661611812496,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.004347932322362499,0.005890385860736573,0.004347932322362499,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573,0.005890385860736573
